id,is_humor,humor_rating,humor_controversy,offense_rating
9734,1,2.031944036,0,0.017808555
9735,1,2.788617611,0,0.111546531
9736,1,2.732669115,0,1.732756495
9737,0,2.434581041,0,-0.022573864
9738,1,3.2340312,1,0.058005903
9739,0,2.015271187,0,0.238571748
9740,1,2.332096577,1,0.242804527
9741,0,2.254896402,0,0.115471773
9742,0,2.457390308,0,0.294827074
9743,1,2.715160131,1,0.078231327
9744,0,2.086565018,0,0.089268275
9745,0,2.202471733,1,0.190174296
9746,0,2.125020981,0,0.064442225
9747,1,2.77264142,1,0.814833581
9748,0,2.460052967,1,0.077710651
9749,1,2.104367971,0,2.730131865
9750,1,2.79949832,1,0.716187358
9751,0,1.698113441,1,0.163422748
9752,1,2.125986576,0,0.561105013
9753,1,1.601619363,1,1.342839599
9754,0,2.291590214,1,0.09911754
9755,1,2.577947378,0,0.133471891
9756,1,2.02551055,0,1.039041758
9757,0,1.866247296,0,0.032657195
9758,1,1.485804915,0,2.000419855
9759,1,2.552118778,0,0.591704726
9760,0,1.841726899,0,0.001076729
9761,1,1.842355251,1,0.924043357
9762,0,1.446884394,0,0.076361142
9763,0,2.044251442,1,0.034784306
9764,1,2.893466473,0,0.299750924
9765,0,2.023092508,0,0.253979325
9766,1,1.822502136,1,3.380223274
9767,0,2.349677801,1,0.114547163
9768,0,2.029890537,0,0.00858466
9769,0,1.759584904,0,0.301069319
9770,1,2.254092693,0,0.042988602
9771,0,2.712819815,1,0.147870436
9772,1,2.733448744,0,0.228809923
9773,1,2.057099581,1,2.100217342
9774,0,2.107224703,0,0.058369759
9775,0,2.39953661,0,0.015296209
9776,1,1.861680031,0,1.66592133
9777,0,1.630479574,1,0.755521655
9778,0,2.521497011,0,0.049795333
9779,1,2.21435523,0,0.091838844
9780,0,1.297082663,0,0.007413459
9781,0,1.801409006,0,0.047623746
9782,1,2.534849882,0,0.337382197
9783,1,1.892895222,1,0.024147334
9784,0,2.112900734,1,0.570325315
9785,0,1.943465948,0,0.145313814
9786,1,2.381408215,0,0.273620218
9787,0,2.611150026,0,0.315804601
9788,1,2.660592556,1,0.564389288
9789,1,2.877811432,0,0.558082461
9790,1,2.655628204,0,0.032294128
9791,0,2.759568214,0,0.051456653
9792,0,1.534566283,0,0.053156327
9793,1,1.943771124,1,1.328748107
9794,0,2.005295515,1,0.062663272
9795,1,2.625922918,0,0.294848949
9796,1,2.424599886,0,0.099861071
9797,0,1.627878785,0,0.161637068
9798,0,2.828591824,1,-0.006057641
9799,1,2.401885509,1,0.580175817
9800,0,2.414197445,0,0.05159184
9801,1,1.465044379,1,1.797162771
9802,1,2.397620201,1,0.330204606
9803,0,1.920696974,0,0.14059715
9804,1,2.573234797,1,0.132533386
9805,0,2.861842871,1,0.003081174
9806,1,2.237039566,0,0.274699897
9807,1,2.382492304,0,0.092583947
9808,0,2.583176613,0,0.002751063
9809,1,2.048888922,0,0.032258522
9810,1,2.061325073,0,0.20296593
9811,1,2.243650198,0,0.437860191
9812,1,2.243954182,1,0.067199916
9813,1,2.340056658,1,1.097107649
9814,0,2.059548378,0,0.004522853
9815,1,3.0123806,1,0.232091323
9816,0,2.878381014,0,0.020526312
9817,0,1.862349749,1,0.122776568
9818,0,2.241534233,0,0.019042788
9819,0,1.631219864,1,0.352828681
9820,0,2.725455523,0,0.017554751
9821,1,3.02846694,0,0.580110073
9822,0,2.262699604,0,-0.020144032
9823,0,2.178809881,1,0.218674004
9824,0,2.913991451,0,-0.003591449
9825,0,2.605224371,0,0.008334803
9826,1,2.048151493,0,0.131251007
9827,1,1.900158763,1,0.378439128
9828,1,2.554379702,1,0.117901333
9829,1,2.290072441,0,0.208930388
9830,1,2.509102821,1,0.391034514
9831,0,2.251071692,0,0.420028687
9832,1,1.686611414,0,0.237438232
9833,1,2.502871752,0,0.191950202
9834,0,2.755010128,0,-0.001955905
9835,1,2.292456627,1,0.50597465
9836,0,2.887148857,1,0.101643346
9837,1,2.162163258,1,0.286236882
9838,1,2.652827978,0,0.032540981
9839,0,1.454870462,0,0.097198986
9840,1,1.444340587,0,4.10193491
9841,0,1.315642953,1,0.03093987
9842,0,2.270438433,1,0.357847601
9843,1,2.311583757,0,0.941941857
9844,1,1.776952028,1,0.293681353
9845,1,2.513034821,0,0.074299969
9846,1,3.126606226,0,0.102869824
9847,1,2.953459024,1,0.166436315
9848,1,3.073352337,1,0.261466503
9849,1,2.139351368,0,1.725698829
9850,1,2.830821514,0,0.239216432
9851,1,2.261326075,1,0.4239676
9852,0,2.16573143,0,0.110383511
9853,0,1.715124011,0,0.140303493
9854,1,3.109395266,1,0.071663752
9855,0,1.456086636,0,0.070236921
9856,0,2.429520607,0,0.069052875
9857,1,2.882429123,1,1.661002278
9858,0,2.148017406,1,0.085711956
9859,0,1.400335789,1,1.175327182
9860,1,2.471502304,0,0.129264519
9861,1,2.004718542,0,2.038331032
9862,1,2.082844973,0,0.065845236
9863,0,1.988052368,1,0.006786436
9864,1,2.823544264,0,0.241375968
9865,1,2.502742052,0,0.026583783
9866,0,2.372135401,0,0.012568062
9867,1,1.760663152,1,0.362185717
9868,1,1.99458468,1,0.491349071
9869,0,2.68722868,0,0.061661985
9870,1,2.764625311,1,0.222916126
9871,1,1.909552455,1,1.739663243
9872,1,2.031877995,0,0.566817284
9873,1,2.216405153,0,0.055039626
9874,1,2.028464794,1,2.512701273
9875,0,2.528404474,0,0.032428604
9876,0,1.964433312,0,0.160443142
9877,1,2.474964142,1,0.340990812
9878,0,2.563640594,0,0.042397324
9879,1,2.119695187,1,0.12076544
9880,0,2.434550524,0,0.08960589
9881,1,2.60138464,0,0.200197846
9882,1,2.698106289,0,2.295040846
9883,1,1.752275229,1,0.271647424
9884,0,1.328618407,1,0.014155369
9885,0,2.233264208,0,0.047424417
9886,1,3.084219217,1,0.59515202
9887,0,1.779266357,0,0.267211765
9888,1,2.886328936,1,1.235165834
9889,0,1.88359797,0,0.122636877
9890,1,2.850221634,1,0.145468086
9891,1,2.375703335,0,0.268636733
9892,0,1.533471704,0,0.464121073
9893,0,1.355382562,0,0.012023207
9894,1,1.915210605,0,0.682393134
9895,1,1.872628093,1,0.866346002
9896,1,2.524730444,1,2.082555532
9897,1,2.765380383,1,3.01594305
9898,0,1.748971105,1,0.683356106
9899,1,1.791619658,0,3.590917587
9900,1,2.261765003,1,0.362172306
9901,0,2.376366138,1,0.185928389
9902,0,1.754799128,1,0.078827783
9903,1,1.324822307,0,0.745390236
9904,1,2.021114826,1,0.099733129
9905,1,2.926293373,1,1.888387442
9906,1,2.326087713,1,0.893189669
9907,1,2.445030212,1,0.063668497
9908,0,1.990671873,0,0.042975131
9909,0,2.449487925,0,0.037078205
9910,1,2.709223032,0,0.534242034
9911,1,1.675446749,0,1.320596457
9912,1,2.432518005,0,1.773839116
9913,1,2.224590778,1,0.262490332
9914,1,2.458182096,0,0.145197645
9915,1,1.950769663,0,2.172699928
9916,0,1.643678188,0,0.137870297
9917,1,2.860309362,0,0.551594079
9918,0,2.248660088,0,0.034316991
9919,0,2.307874918,1,0.122925207
9920,1,2.975092411,0,0.051694077
9921,1,1.89849782,0,2.972605467
9922,1,2.4408288,0,0.027456995
9923,1,1.541131854,0,0.113019496
9924,0,1.872582316,0,0.715226591
9925,0,1.983984232,0,0.140335321
9926,1,1.997588515,1,1.434523702
9927,1,2.437455177,0,0.171082705
9928,0,2.4643929,0,0.123704605
9929,1,1.974423409,1,1.58024323
9930,0,2.056073427,0,0.049665924
9931,1,2.989215374,0,0.059811931
9932,1,2.720902205,0,0.75486207
9933,0,2.758684874,0,0.005671368
9934,0,2.5830791,0,-0.000489384
9935,1,2.061554909,1,3.081129074
9936,0,1.562853098,1,1.064516068
9937,0,2.445469618,0,0.01681391
9938,0,1.723355055,0,0.094329566
9939,1,2.531827927,0,0.495469004
9940,1,2.112526655,0,2.253866434
9941,1,2.477549791,1,0.838467717
9942,1,2.886334896,1,1.600720286
9943,1,2.542914152,1,0.065227613
9944,1,2.487658978,1,0.073139131
9945,0,2.770863533,0,0.009403883
9946,1,2.867252827,1,0.290737361
9947,1,2.247297049,0,0.177798048
9948,0,1.661584973,1,0.425724298
9949,0,1.683246493,1,1.238829851
9950,1,2.396039963,0,2.058326483
9951,0,2.219825745,1,0.048673395
9952,0,1.295170069,0,-0.000893534
9953,0,1.677825332,0,0.009479926
9954,1,2.661549568,1,0.070822068
9955,1,2.07841754,1,4.015574932
9956,0,2.458650827,1,0.021674559
9957,0,1.844793081,0,0.062804438
9958,1,2.242281914,0,1.094716072
9959,0,2.324961185,0,0.027194209
9960,1,1.927200079,1,0.949714243
9961,1,2.036991835,0,0.26378569
9962,0,1.540322065,0,0.506500781
9963,0,2.35622406,0,0.099421054
9964,0,2.426226616,0,0.005697179
9965,1,2.31319499,1,0.054709047
9966,0,2.244117737,1,0.035313547
9967,0,2.283451557,1,0.153798625
9968,0,1.336357951,0,0.04944893
9969,1,2.534296036,1,0.089163773
9970,0,2.033913374,0,0.020501459
9971,1,2.600586653,1,-0.024227589
9972,1,2.151996851,1,2.807537079
9973,1,1.812679768,1,0.708579779
9974,1,2.600904703,1,1.253203988
9975,1,2.576903582,1,0.274307996
9976,0,2.420271873,0,0.044699125
9977,0,3.143189669,0,0.012778027
9978,0,1.438615441,0,0.036976449
9979,0,2.668965816,0,0.029704558
9980,1,2.982355833,0,1.2891711
9981,0,2.807714939,1,0.009849351
9982,1,2.538824797,1,0.074878417
9983,1,1.964114189,1,1.791230559
9984,0,2.49707222,0,1.981308818
9985,1,2.996736526,1,0.163774058
9986,0,2.104960918,0,0.1918533
9987,1,2.248754978,1,0.063895166
9988,0,1.873229384,0,0.069877148
9989,0,1.760628462,1,0.36869064
9990,0,1.827338099,1,0.131976292
9991,0,2.225392103,1,0.002988431
9992,1,1.514434934,0,0.670979559
9993,1,2.668016911,0,0.079332598
9994,0,2.39479804,0,0.043003883
9995,1,2.35076642,1,0.196809083
9996,1,1.593594909,0,3.230998755
9997,1,2.596959829,1,0.070725687
9998,1,2.080234289,0,1.275900483
9999,0,1.810607791,0,0.020569541
10000,1,2.46107316,0,0.301511824
